"camis","dba","boro","building","street","zipcode","phone","cuisine_description","inspection_date","action","violation_code","violation_description","critical_flag","score","grade","grade_date","record_date","inspection_type","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"50010568","CHUANG CHEF","Queens","55-27","108 STREET","11368","7182718686","Chinese","2018-12-13T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","12","A","2018-12-13T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.740617372997","-73.853549437122","404","21","043900","4048287","4019610022","QN25"
"50010568","CHUANG CHEF","Queens","55-27","108 STREET","11368","7182718686","Chinese","2018-12-13T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","12","A","2018-12-13T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.740617372997","-73.853549437122","404","21","043900","4048287","4019610022","QN25"
"50072141","LAYALI BEIRUT","Queens","2560","STEINWAY ST","11103","7187211400","Mediterranean","2018-03-12T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","7",,,"2021-07-15T06:00:56.000","Pre-permit (Non-operational) / Initial Inspection","40.767540100239","-73.912031936068","401","22","014300","4010314","4006540188","QN70"
"50052596","ENLIGHTENMENT WINES","Brooklyn","99","SCOTT AVENUE","11237","4014866116","American","2019-05-15T00:00:00.000","Violations were cited in the following area(s).","04H","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.","Critical","12","A","2019-05-15T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.710572195961","-73.923047543915","301","34","044900","3070577","3029780046","BK90"
"50009452","TACOMBI","Manhattan","30","WEST   24 STREET","10010","2122423491","Tex-Mex","2018-11-23T00:00:00.000","Violations were cited in the following area(s).","10I","Single service item reused, improperly stored, dispensed; not used when required.","Not Critical","7","A","2018-11-23T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.742653721103","-73.990205779832","105","03","005800","1080678","1008250012","MN13"
"41505301","SOCIETY BILLARDS AND BAR","Manhattan","10","EAST   21 STREET","10010","2124201000","American","2019-06-03T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","11","A","2019-06-03T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.740002257375","-73.989942740918","105","02","005200","1016226","1008490070","MN13"
"41243023","SHUKA","Manhattan","38","MACDOUGAL STREET","10012","2124757500","American","2019-03-27T00:00:00.000","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical","46",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.727102267386","-74.002915208541","102","03","004900","1008059","1005180001","MN24"
"50083987","YUMMY BUNS","Queens","14254","ROOSEVELT AVE","11354","9175189859","Chinese","2018-11-08T00:00:00.000","Violations were cited in the following area(s).","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Critical","23","B","2018-11-08T00:00:00.000","2021-07-15T06:00:56.000","Pre-permit (Operational) / Re-inspection","40.760732808863","-73.82540300794","407","20","085500","4113632","4050210025","QN22"
"50041847","BURGER KING","Brooklyn","2425","CONEY ISLAND AVENUE","11223","7183821409","Hamburgers","2018-04-10T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","11",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.597616305006","-73.961124599756","315","48","058200","3199390","3073430067","BK25"
"50041847","BURGER KING","Brooklyn","2425","CONEY ISLAND AVENUE","11223","7183821409","Hamburgers","2018-04-10T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","11",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.597616305006","-73.961124599756","315","48","058200","3199390","3073430067","BK25"
"50039197","FUEL JUICE BAR","Brooklyn","1183","FULTON STREET","11216","3477871834","Juice, Smoothies, Fruit Salads","2018-12-18T00:00:00.000","Violations were cited in the following area(s).","02H","Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2  hours, and from 70º F to 41º F or less within 4 additional hours.","Critical","18","B","2018-12-18T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.680813566106","-73.954178748537","303","36","022700","3057469","3020000045","BK69"
"40388640","THE CORNELL CENTER OF NEW YORK","Manhattan","6","EAST   44 STREET","10017","2129860300","American","2016-09-02T00:00:00.000","Violations were cited in the following area(s).","22A","Nuisance created or allowed to exist.  Facility not free from unsafe, hazardous, offensive or annoying conditions.","Not Critical",,,,"2021-07-15T06:00:56.000","Administrative Miscellaneous / Initial Inspection","40.754597515576","-73.979538161979","105","04","009400","1035364","1012780065","MN17"
"41710633","TAGINE","Manhattan","221","WEST   38 STREET","10018","6463268014","Moroccan","2019-05-14T00:00:00.000","No violations were recorded at the time of this inspection.",,,"Not Applicable",,,,"2021-07-15T06:00:56.000","Administrative Miscellaneous / Initial Inspection","40.753866018844","-73.989612185526","105","03","011300","1014479","1007880036","MN17"
"50053666","GANSEVOORT PARK ROOFTOP","Manhattan","420","PARK AVENUE SOUTH","10016","6463805391","American","2018-09-24T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","3","A","2018-09-24T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.743797552699","-73.983738571533","105","02","007400","1088542","1008580045","MN17"
"50053666","GANSEVOORT PARK ROOFTOP","Manhattan","420","PARK AVENUE SOUTH","10016","6463805391","American","2018-09-24T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","3","A","2018-09-24T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.743797552699","-73.983738571533","105","02","007400","1088542","1008580045","MN17"
"40395343","FELIX","Manhattan","340","WEST BROADWAY","10013","2124310021","French","2019-05-03T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical","22",,,"2021-07-15T06:00:56.000","Inter-Agency Task Force / Initial Inspection","40.722565148154","-74.003622115531","102","01","004700","1007113","1004760081","MN24"
"50091489","AVOCADERIA","Brooklyn","55","WATER STREET","11201","9177437388","American","2019-07-20T00:00:00.000","Establishment re-opened by DOHMH.","10I","Single service item reused, improperly stored, dispensed; not used when required.","Not Critical","2","P","2019-07-20T00:00:00.000","2021-07-15T06:00:56.000","Pre-permit (Operational) / Reopening Inspection","40.703293906326","-73.992047363499","302","33","002100","3000019","3000260050","BK38"
"41661506","SANGRIA 46","Manhattan","338","WEST   46 STREET","10036","2125818482","Latin American","2018-12-04T00:00:00.000","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical","11","A","2018-12-04T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.760283220664","-73.989123866546","104","03","012100","1082452","1010360149","MN15"
"50110297",,"Brooklyn","941","WILLOUGHBY AVENUE","11221","3479637522",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2021-07-15T06:01:06.000",,"40.697583546894","-73.931065037678","304","34","039100","3072456","3031830064","BK78"
"41476195","TAMARIND TRIBECA","Manhattan","99","HUDSON STREET","10013","2127759000","Indian","2017-04-26T00:00:00.000","Violations were cited in the following area(s).","10J","Hand wash sign not posted","Not Critical","13","A","2017-04-26T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.71896647999","-74.008769806366","101","01","003900","1075728","1001817504","MN24"
"50066549","301 CHINESE RESTAURANT","Queens","8603","ROCKAWAY BEACH BLVD","11693","7183187800","Chinese","2018-08-08T00:00:00.000","Violations were cited in the following area(s).","09A","Canned food product observed dented and not segregated from other consumable food items.","Not Critical","9",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.58753139764","-73.811402103063","414","32","094203","4303596","4161310010","QN12"
"50079930","MAH KENNEDY FRIED CHICKEN","Staten Island","416","JERSEY STREET","10301","7189812400","Chicken","2019-10-09T00:00:00.000","Violations were cited in the following area(s).","20F","Current letter grade sign not posted.","Not Critical",,,,"2021-07-15T06:00:56.000","Administrative Miscellaneous / Re-inspection","40.638127223133","-74.087483334528","501","49","007700","5115531","5000470109","SI22"
"41302692","ARMANDO'S POLLO RICO RESTAURANT","Queens","110-02","JAMAICA AVENUE","11418","7184418441","Latin American","2017-11-30T00:00:00.000","Violations were cited in the following area(s).","02G","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.","Critical","9","A","2017-11-30T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.696345113713","-73.837905709173","409","28","012601","4194813","4093000081","QN54"
"41588040","CASA NONNA","Manhattan","310","WEST   38 STREET","10018","2127363000","Italian","2019-04-22T00:00:00.000","Violations were cited in the following area(s).","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","Critical","13","A","2019-04-22T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.754958642748","-73.992264957281","104","03","011100","1087840","1007610043","MN13"
